,USAGE_DATE,FACILITY_NAME,attendance,Year,Month,Day_of_Week,mean_attendance,std_attendance,standardized_attendance
1229,2020-02-05,Tivoli Gardens,14229,2020,2,Wednesday,9996.81914893617,10066.901373905022,0.4204055144549545
1230,2020-02-06,PortAventura World,24583,2020,2,Thursday,17232.0,17344.57533577511,0.4238212730892147
1231,2020-02-06,Tivoli Gardens,15438,2020,2,Thursday,9996.81914893617,10066.901373905022,0.5405020521178661
1232,2020-02-07,PortAventura World,27176,2020,2,Friday,17232.0,17344.57533577511,0.5733204651882943
1233,2020-02-07,Tivoli Gardens,16691,2020,2,Friday,9996.81914893617,10066.901373905022,0.664969348802422
1234,2020-02-08,PortAventura World,42548,2020,2,Saturday,17232.0,17344.57533577511,1.4595918037718079
1235,2020-02-08,Tivoli Gardens,25369,2020,2,Saturday,9996.81914893617,10066.901373905022,1.527002230389474
1236,2020-02-09,PortAventura World,29619,2020,2,Sunday,17232.0,17344.57533577511,0.7141714201817579
1237,2020-02-09,Tivoli Gardens,21939,2020,2,Sunday,9996.81914893617,10066.901373905022,1.1862816975658292
1238,2020-02-10,PortAventura World,22545,2020,2,Monday,17232.0,17344.57533577511,0.3063205582809138
1239,2020-02-10,Tivoli Gardens,15949,2020,2,Monday,9996.81914893617,10066.901373905022,0.5912624580283273
1240,2020-02-11,PortAventura World,25690,2020,2,Tuesday,17232.0,17344.57533577511,0.48764526292865973
1241,2020-02-11,Tivoli Gardens,16122,2020,2,Tuesday,9996.81914893617,10066.901373905022,0.6084474878179748
1242,2020-02-12,PortAventura World,27694,2020,2,Wednesday,17232.0,17344.57533577511,0.6031857106596876
1243,2020-02-12,Tivoli Gardens,16881,2020,2,Wednesday,9996.81914893617,10066.901373905022,0.683843080941341
1244,2020-02-13,PortAventura World,20157,2020,2,Thursday,17232.0,17344.57533577511,0.16864062355950932
1245,2020-02-13,Tivoli Gardens,14534,2020,2,Thursday,9996.81914893617,10066.901373905022,0.45070282130953515
1246,2020-02-14,PortAventura World,34748,2020,2,Friday,17232.0,17344.57533577511,1.0098834742797829
1247,2020-02-14,Tivoli Gardens,19972,2020,2,Friday,9996.81914893617,10066.901373905022,0.9908889022118617
1248,2020-02-15,PortAventura World,53473,2020,2,Saturday,17232.0,17344.57533577511,2.0894717396308295
1249,2020-02-15,Tivoli Gardens,30850,2020,2,Saturday,9996.81914893617,10066.901373905022,2.071459734881135
1250,2020-02-16,PortAventura World,42108,2020,2,Sunday,17232.0,17344.57533577511,1.4342236415953347
1251,2020-02-16,Tivoli Gardens,27858,2020,2,Sunday,9996.81914893617,10066.901373905022,1.7742481214093142
1252,2020-02-17,PortAventura World,44228,2020,2,Monday,17232.0,17344.57533577511,1.5564520593547053
1253,2020-02-17,Tivoli Gardens,24891,2020,2,Monday,9996.81914893617,10066.901373905022,1.479519893745246
1254,2020-02-18,PortAventura World,52586,2020,2,Tuesday,17232.0,17344.57533577511,2.0383318308796214
1255,2020-02-18,Tivoli Gardens,27834,2020,2,Tuesday,9996.81914893617,10066.901373905022,1.7718640710338718
1256,2020-02-19,PortAventura World,46224,2020,2,Wednesday,17232.0,17344.57533577511,1.6715312677734337
1257,2020-02-19,Tivoli Gardens,26513,2020,2,Wednesday,9996.81914893617,10066.901373905022,1.640641964952229
1258,2020-02-20,PortAventura World,45062,2020,2,Thursday,17232.0,17344.57533577511,1.6045362576619295
1259,2020-02-20,Tivoli Gardens,26917,2020,2,Thursday,9996.81914893617,10066.901373905022,1.6807734796055096
1260,2020-02-21,PortAventura World,55100,2020,2,Friday,17232.0,17344.57533577511,2.183276284769743
1261,2020-02-21,Tivoli Gardens,29670,2020,2,Friday,9996.81914893617,10066.901373905022,1.9542439247552161
1262,2020-02-22,PortAventura World,62289,2020,2,Saturday,17232.0,17344.57533577511,2.5977574617848926
1263,2020-02-22,Tivoli Gardens,34860,2020,2,Saturday,9996.81914893617,10066.901373905022,2.4697948184446377
1264,2020-02-23,PortAventura World,49949,2020,2,Sunday,17232.0,17344.57533577511,1.8862958225628945
1265,2020-02-23,Tivoli Gardens,31194,2020,2,Sunday,9996.81914893617,10066.901373905022,2.1056311235958094
1266,2020-02-24,PortAventura World,54960,2020,2,Monday,17232.0,17344.57533577511,2.1752045968045017
1267,2020-02-24,Tivoli Gardens,31566,2020,2,Monday,9996.81914893617,10066.901373905022,2.142583904415167
1268,2020-02-25,PortAventura World,45394,2020,2,Tuesday,17232.0,17344.57533577511,1.6236776891223594
1269,2020-02-25,Tivoli Gardens,28191,2020,2,Tuesday,9996.81914893617,10066.901373905022,1.8073268203685775
1270,2020-02-26,PortAventura World,42705,2020,2,Wednesday,17232.0,17344.57533577511,1.4686436252756858
1271,2020-02-26,Tivoli Gardens,25633,2020,2,Wednesday,9996.81914893617,10066.901373905022,1.5532267845193406
1272,2020-02-27,PortAventura World,40827,2020,2,Thursday,17232.0,17344.57533577511,1.360367696713375
1273,2020-02-27,Tivoli Gardens,26690,2020,2,Thursday,9996.81914893617,10066.901373905022,1.6582243364711167
1274,2020-02-28,PortAventura World,42799,2020,2,Friday,17232.0,17344.57533577511,1.474063187195205
1275,2020-02-28,Tivoli Gardens,25256,2020,2,Friday,9996.81914893617,10066.901373905022,1.5157773265384327
1276,2020-02-29,PortAventura World,49312,2020,2,Saturday,17232.0,17344.57533577511,1.8495696423210457
1277,2020-02-29,Tivoli Gardens,31231,2020,2,Saturday,9996.81914893617,10066.901373905022,2.109306534591283
1278,2020-03-01,PortAventura World,33187,2020,3,Sunday,17232.0,17344.57533577511,0.9198841534673405
1279,2020-03-01,Tivoli Gardens,22455,2020,3,Sunday,9996.81914893617,10066.901373905022,1.237538780637841
1280,2020-03-02,PortAventura World,28619,2020,3,Monday,17232.0,17344.57533577511,0.6565165061443188
1281,2020-03-02,Tivoli Gardens,18637,2020,3,Monday,9996.81914893617,10066.901373905022,0.8582761000778775
1282,2020-03-03,PortAventura World,30985,2020,3,Tuesday,17232.0,17344.57533577511,0.7929280327568997
1283,2020-03-03,Tivoli Gardens,18020,2020,3,Tuesday,9996.81914893617,10066.901373905022,0.7969861383425455
1284,2020-03-04,PortAventura World,27113,2020,3,Wednesday,17232.0,17344.57533577511,0.5696882056039355
1285,2020-03-04,Tivoli Gardens,17584,2020,3,Wednesday,9996.81914893617,10066.901373905022,0.7536758898553416
1286,2020-03-05,PortAventura World,22852,2020,3,Thursday,17232.0,17344.57533577511,0.3240206168904076
1287,2020-03-05,Tivoli Gardens,17111,2020,3,Thursday,9996.81914893617,10066.901373905022,0.7066902303726641
1288,2020-03-06,PortAventura World,31879,2020,3,Friday,17232.0,17344.57533577511,0.8444715259063702
1289,2020-03-06,Tivoli Gardens,18476,2020,3,Friday,9996.81914893617,10066.901373905022,0.8422830954759513
1290,2020-03-07,PortAventura World,57804,2020,3,Saturday,17232.0,17344.57533577511,2.3391751723269785
1291,2020-03-07,Tivoli Gardens,32972,2020,3,Saturday,9996.81914893617,10066.901373905022,2.282249522243168
1292,2020-03-08,PortAventura World,33940,2020,3,Sunday,17232.0,17344.57533577511,0.9632983037375321
1293,2020-03-08,Tivoli Gardens,22717,2020,3,Sunday,9996.81914893617,10066.901373905022,1.2635646639030875
1294,2020-03-09,PortAventura World,29947,2020,3,Monday,17232.0,17344.57533577511,0.733082231986038
1295,2020-03-09,Tivoli Gardens,18019,2020,3,Monday,9996.81914893617,10066.901373905022,0.7968868029102354
1296,2020-03-10,PortAventura World,21736,2020,3,Tuesday,17232.0,17344.57533577511,0.25967773282462564
1297,2020-03-10,Tivoli Gardens,15626,2020,3,Tuesday,9996.81914893617,10066.901373905022,0.5591771133921649
1298,2020-03-11,PortAventura World,20581,2020,3,Wednesday,17232.0,17344.57533577511,0.19308630711138347
1299,2020-03-11,Tivoli Gardens,13217,2020,3,Wednesday,9996.81914893617,10066.901373905022,0.31987805695713284
1300,2020-03-12,PortAventura World,16165,2020,3,Thursday,17232.0,17344.57533577511,-0.0615177932779475
1301,2020-03-12,Tivoli Gardens,12251,2020,3,Thursday,9996.81914893617,10066.901373905022,0.22392002934557573
1302,2020-03-13,PortAventura World,17885,2020,3,Friday,17232.0,17344.57533577511,0.03764865886644772
1303,2020-03-13,Tivoli Gardens,13747,2020,3,Friday,9996.81914893617,10066.901373905022,0.3725258360814861
1304,2020-07-08,PortAventura World,0,2020,7,Wednesday,17232.0,17344.57533577511,-0.9935094786931502
1305,2020-07-09,Tivoli Gardens,0,2020,7,Thursday,9996.81914893617,10066.901373905022,-0.9930383518854654
1306,2020-07-10,PortAventura World,0,2020,7,Friday,17232.0,17344.57533577511,-0.9935094786931502
1307,2020-07-10,Tivoli Gardens,0,2020,7,Friday,9996.81914893617,10066.901373905022,-0.9930383518854654
1308,2020-07-11,PortAventura World,0,2020,7,Saturday,17232.0,17344.57533577511,-0.9935094786931502
1309,2020-07-11,Tivoli Gardens,0,2020,7,Saturday,9996.81914893617,10066.901373905022,-0.9930383518854654
1310,2020-07-12,PortAventura World,0,2020,7,Sunday,17232.0,17344.57533577511,-0.9935094786931502
1311,2020-07-12,Tivoli Gardens,0,2020,7,Sunday,9996.81914893617,10066.901373905022,-0.9930383518854654
1312,2020-07-13,PortAventura World,4693,2020,7,Monday,17232.0,17344.57533577511,-0.7229349671154487
1313,2020-07-13,Tivoli Gardens,3030,2020,7,Monday,9996.81914893617,10066.901373905022,-0.6920519919858609
1314,2020-07-14,PortAventura World,4054,2020,7,Tuesday,17232.0,17344.57533577511,-0.7597764571853722
1315,2020-07-14,Tivoli Gardens,3761,2020,7,Tuesday,9996.81914893617,10066.901373905022,-0.6194377909671774
1316,2020-07-15,PortAventura World,124,2020,7,Wednesday,17232.0,17344.57533577511,-0.9863602693525078
1317,2020-07-15,Tivoli Gardens,0,2020,7,Wednesday,9996.81914893617,10066.901373905022,-0.9930383518854654
1318,2020-07-16,PortAventura World,1690,2020,7,Thursday,17232.0,17344.57533577511,-0.8960726739698782
1319,2020-07-16,Tivoli Gardens,862,2020,7,Thursday,9996.81914893617,10066.901373905022,-0.9074112092341587
1320,2020-07-17,PortAventura World,1305,2020,7,Friday,17232.0,17344.57533577511,-0.9182698158742922
1321,2020-07-17,Tivoli Gardens,645,2020,7,Friday,9996.81914893617,10066.901373905022,-0.9289669980454506
1322,2020-07-18,PortAventura World,3159,2020,7,Saturday,17232.0,17344.57533577511,-0.8113776052488801
1323,2020-07-18,Tivoli Gardens,1378,2020,7,Saturday,9996.81914893617,10066.901373905022,-0.8561541261621469
1324,2020-07-19,PortAventura World,2586,2020,7,Sunday,17232.0,17344.57533577511,-0.8444138709923328
1325,2020-07-19,Tivoli Gardens,1763,2020,7,Sunday,9996.81914893617,10066.901373905022,-0.8179099847227582
1326,2020-07-20,PortAventura World,2150,2020,7,Monday,17232.0,17344.57533577511,-0.8695514135126562
1327,2020-07-20,Tivoli Gardens,556,2020,7,Monday,9996.81914893617,10066.901373905022,-0.9378078515210495
1328,2020-07-21,PortAventura World,1883,2020,7,Tuesday,17232.0,17344.57533577511,-0.8849452755606525
1329,2020-07-21,Tivoli Gardens,1151,2020,7,Tuesday,9996.81914893617,10066.901373905022,-0.8787032692965397
1330,2020-07-22,PortAventura World,1828,2020,7,Wednesday,17232.0,17344.57533577511,-0.8881162958327116
1331,2020-07-22,Tivoli Gardens,1024,2020,7,Wednesday,9996.81914893617,10066.901373905022,-0.8913188691999225
1332,2020-07-23,PortAventura World,1382,2020,7,Thursday,17232.0,17344.57533577511,-0.9138303874934094
1333,2020-07-23,Tivoli Gardens,543,2020,7,Thursday,9996.81914893617,10066.901373905022,-0.9390992121410808
1334,2020-07-24,PortAventura World,1742,2020,7,Friday,17232.0,17344.57533577511,-0.8930746184399314
1335,2020-07-24,Tivoli Gardens,993,2020,7,Friday,9996.81914893617,10066.901373905022,-0.8943982676015356
1336,2020-07-25,PortAventura World,8809,2020,7,Saturday,17232.0,17344.57533577511,-0.4856273409373494
1337,2020-07-25,Tivoli Gardens,4593,2020,7,Saturday,9996.81914893617,10066.901373905022,-0.5367907112851739
1338,2020-07-26,PortAventura World,7452,2020,7,Sunday,17232.0,17344.57533577511,-0.5638650592861542
1339,2020-07-26,Tivoli Gardens,4410,2020,7,Sunday,9996.81914893617,10066.901373905022,-0.5549690953979223
1340,2020-07-27,PortAventura World,5566,2020,7,Monday,17232.0,17344.57533577511,-0.6726022271607643
1341,2020-07-27,Tivoli Gardens,2463,2020,7,Monday,9996.81914893617,10066.901373905022,-0.7483751821056879
1342,2020-07-28,PortAventura World,6734,2020,7,Tuesday,17232.0,17344.57533577511,-0.6052612875650355
1343,2020-07-28,Tivoli Gardens,3702,2020,7,Tuesday,9996.81914893617,10066.901373905022,-0.6252985814734734
1344,2020-07-29,PortAventura World,5653,2020,7,Wednesday,17232.0,17344.57533577511,-0.6675862496395071
1345,2020-07-29,Tivoli Gardens,3141,2020,7,Wednesday,9996.81914893617,10066.901373905022,-0.6810257589994397
1346,2020-07-30,PortAventura World,3999,2020,7,Thursday,17232.0,17344.57533577511,-0.7629474774574314
1347,2020-07-30,Tivoli Gardens,2220,2020,7,Thursday,9996.81914893617,10066.901373905022,-0.7725136921570424
1348,2020-07-31,PortAventura World,192,2020,7,Friday,17232.0,17344.57533577511,-0.9824397351979619
1349,2020-07-31,Tivoli Gardens,0,2020,7,Friday,9996.81914893617,10066.901373905022,-0.9930383518854654
1350,2020-08-01,PortAventura World,7025,2020,8,Saturday,17232.0,17344.57533577511,-0.5884837075801407
1351,2020-08-01,Tivoli Gardens,3632,2020,8,Saturday,9996.81914893617,10066.901373905022,-0.6322520617351804
1352,2020-08-02,PortAventura World,7690,2020,8,Sunday,17232.0,17344.57533577511,-0.5501431897452437
1353,2020-08-02,Tivoli Gardens,4516,2020,8,Sunday,9996.81914893617,10066.901373905022,-0.5444395395730516
1354,2020-08-03,PortAventura World,9932,2020,8,Monday,17232.0,17344.57533577511,-0.4208808724733053
1355,2020-08-03,Tivoli Gardens,4482,2020,8,Monday,9996.81914893617,10066.901373905022,-0.547816944271595
1356,2020-08-04,PortAventura World,15666,2020,8,Tuesday,17232.0,17344.57533577511,-0.0902875953826296
1357,2020-08-04,Tivoli Gardens,8288,2020,8,Tuesday,9996.81914893617,10066.901373905022,-0.1697462888993525
1358,2020-08-05,PortAventura World,12859,2020,8,Wednesday,17232.0,17344.57533577511,-0.2521249390857211
1359,2020-08-05,Tivoli Gardens,7181,2020,8,Wednesday,9996.81914893617,10066.901373905022,-0.27971061246663376
1360,2020-08-06,PortAventura World,11211,2020,8,Thursday,17232.0,17344.57533577511,-0.3471402374194207
1361,2020-08-06,Tivoli Gardens,6069,2020,8,Thursday,9996.81914893617,10066.901373905022,-0.3901716131954655
1362,2020-08-07,PortAventura World,5423,2020,8,Friday,17232.0,17344.57533577511,-0.6808468798681181
1363,2020-08-07,Tivoli Gardens,2792,2020,8,Friday,9996.81914893617,10066.901373905022,-0.7156938248756648
1364,2020-08-08,PortAventura World,9103,2020,8,Saturday,17232.0,17344.57533577511,-0.4686767962103423
1365,2020-08-08,Tivoli Gardens,4226,2020,8,Saturday,9996.81914893617,10066.901373905022,-0.5732468149429807
1366,2020-08-09,PortAventura World,7228,2020,8,Sunday,17232.0,17344.57533577511,-0.5767797600305405
1367,2020-08-09,Tivoli Gardens,4248,2020,8,Sunday,9996.81914893617,10066.901373905022,-0.5710614354321585
1368,2020-08-10,PortAventura World,9049,2020,8,Monday,17232.0,17344.57533577511,-0.471790161568364
1369,2020-08-10,Tivoli Gardens,4071,2020,8,Monday,9996.81914893617,10066.901373905022,-0.5886438069510463
1370,2020-08-11,PortAventura World,9714,2020,8,Tuesday,17232.0,17344.57533577511,-0.433449643733467
1371,2020-08-11,Tivoli Gardens,5245,2020,8,Tuesday,9996.81914893617,10066.901373905022,-0.4720240094189883
1372,2020-08-12,PortAventura World,8320,2020,8,Wednesday,17232.0,17344.57533577511,-0.5138205939016571
1373,2020-08-12,Tivoli Gardens,4445,2020,8,Wednesday,9996.81914893617,10066.901373905022,-0.5514923552670687
1374,2020-08-13,PortAventura World,8807,2020,8,Thursday,17232.0,17344.57533577511,-0.4857426507654243
1375,2020-08-13,Tivoli Gardens,4763,2020,8,Thursday,9996.81914893617,10066.901373905022,-0.5199036877924568
1376,2020-08-14,PortAventura World,6441,2020,8,Friday,17232.0,17344.57533577511,-0.6221541773780052
1377,2020-08-14,Tivoli Gardens,3243,2020,8,Friday,9996.81914893617,10066.901373905022,-0.6708935449038095
1378,2020-08-15,PortAventura World,14284,2020,8,Saturday,17232.0,17344.57533577511,-0.1699666865823704
1379,2020-08-15,Tivoli Gardens,6805,2020,8,Saturday,9996.81914893617,10066.901373905022,-0.3170607350152315
1380,2020-08-16,PortAventura World,6852,2020,8,Sunday,17232.0,17344.57533577511,-0.5984580077086177
1381,2020-08-16,Tivoli Gardens,4315,2020,8,Sunday,9996.81914893617,10066.901373905022,-0.5644059614673818
1382,2020-08-17,PortAventura World,7999,2020,8,Monday,17232.0,17344.57533577511,-0.5323278213076751
1383,2020-08-17,Tivoli Gardens,4157,2020,8,Monday,9996.81914893617,10066.901373905022,-0.5801009597723776
1384,2020-08-18,PortAventura World,12865,2020,8,Tuesday,17232.0,17344.57533577511,-0.25177900960149646
1385,2020-08-18,Tivoli Gardens,6388,2020,8,Tuesday,9996.81914893617,10066.901373905022,-0.3584836102885435
1386,2020-08-19,PortAventura World,10407,2020,8,Wednesday,17232.0,17344.57533577511,-0.3934947883055217
1387,2020-08-19,Tivoli Gardens,5890,2020,8,Wednesday,9996.81914893617,10066.901373905022,-0.4079526555789735
1388,2020-08-20,PortAventura World,14843,2020,8,Thursday,17232.0,17344.57533577511,-0.13773758963544197
1389,2020-08-20,Tivoli Gardens,7263,2020,8,Thursday,9996.81914893617,10066.901373905022,-0.27156510701720554
1390,2020-08-21,PortAventura World,7237,2020,8,Friday,17232.0,17344.57533577511,-0.5762608658042037
1391,2020-08-21,Tivoli Gardens,3625,2020,8,Friday,9996.81914893617,10066.901373905022,-0.6329474097613511
1392,2020-08-22,PortAventura World,13722,2020,8,Saturday,17232.0,17344.57533577511,-0.2023687482714112
1393,2020-08-22,Tivoli Gardens,7087,2020,8,Saturday,9996.81914893617,10066.901373905022,-0.2890481431037832
1394,2020-08-23,PortAventura World,9899,2020,8,Sunday,17232.0,17344.57533577511,-0.4227834846365408
1395,2020-08-23,Tivoli Gardens,6384,2020,8,Sunday,9996.81914893617,10066.901373905022,-0.35888095201778386
1396,2020-08-24,PortAventura World,8526,2020,8,Monday,17232.0,17344.57533577511,-0.5019436816099446
1397,2020-08-24,Tivoli Gardens,4209,2020,8,Monday,9996.81914893617,10066.901373905022,-0.5749355172922525
1398,2020-08-25,PortAventura World,7525,2020,8,Tuesday,17232.0,17344.57533577511,-0.5596562505614212
1399,2020-08-25,Tivoli Gardens,4263,2020,8,Tuesday,9996.81914893617,10066.901373905022,-0.569571403947507
1400,2020-08-26,PortAventura World,9656,2020,8,Wednesday,17232.0,17344.57533577511,-0.4367936287476385
1401,2020-08-26,Tivoli Gardens,4669,2020,8,Wednesday,9996.81914893617,10066.901373905022,-0.5292412184296061
1402,2020-08-27,PortAventura World,10933,2020,8,Thursday,17232.0,17344.57533577511,-0.3631683035218288
1403,2020-08-27,Tivoli Gardens,5703,2020,8,Thursday,9996.81914893617,10066.901373905022,-0.4265283814209623
1404,2020-08-28,PortAventura World,6132,2020,8,Friday,17232.0,17344.57533577511,-0.6399695458155737
1405,2020-08-28,Tivoli Gardens,3508,2020,8,Friday,9996.81914893617,10066.901373905022,-0.6445696553416329
1406,2020-08-29,PortAventura World,12490,2020,8,Saturday,17232.0,17344.57533577511,-0.2733996023655361
1407,2020-08-29,Tivoli Gardens,7136,2020,8,Saturday,9996.81914893617,10066.901373905022,-0.2841807069205883
1408,2020-08-30,PortAventura World,6948,2020,8,Sunday,17232.0,17344.57533577511,-0.5929231359610235
1409,2020-08-30,Tivoli Gardens,5899,2020,8,Sunday,9996.81914893617,10066.901373905022,-0.4070586366881826
1410,2020-08-31,PortAventura World,1093,2020,8,Monday,17232.0,17344.57533577511,-0.9304926576502294
1411,2020-08-31,Tivoli Gardens,936,2020,8,Monday,9996.81914893617,10066.901373905022,-0.9000603872432114
1412,2020-09-01,PortAventura World,0,2020,9,Tuesday,17232.0,17344.57533577511,-0.9935094786931502
1413,2020-09-01,Tivoli Gardens,0,2020,9,Tuesday,9996.81914893617,10066.901373905022,-0.9930383518854654
1414,2020-09-02,PortAventura World,883,2020,9,Wednesday,17232.0,17344.57533577511,-0.9426001895980916
1415,2020-09-02,Tivoli Gardens,870,2020,9,Wednesday,9996.81914893617,10066.901373905022,-0.906616525775678
1416,2020-09-03,PortAventura World,0,2020,9,Thursday,17232.0,17344.57533577511,-0.9935094786931502
1417,2020-09-03,Tivoli Gardens,1,2020,9,Thursday,9996.81914893617,10066.901373905022,-0.9929390164531553
1418,2020-09-04,PortAventura World,0,2020,9,Friday,17232.0,17344.57533577511,-0.9935094786931502
1419,2020-09-04,Tivoli Gardens,0,2020,9,Friday,9996.81914893617,10066.901373905022,-0.9930383518854654
1420,2020-09-05,PortAventura World,13183,2020,9,Saturday,17232.0,17344.57533577511,-0.23344474693759085
1421,2020-09-05,Tivoli Gardens,7206,2020,9,Saturday,9996.81914893617,10066.901373905022,-0.2772272266588812
1422,2020-09-06,PortAventura World,7996,2020,9,Sunday,17232.0,17344.57533577511,-0.5325007860497873
1423,2020-09-06,Tivoli Gardens,5989,2020,9,Sunday,9996.81914893617,10066.901373905022,-0.39811844778027355
1424,2020-09-07,PortAventura World,0,2020,9,Monday,17232.0,17344.57533577511,-0.9935094786931502
1425,2020-09-07,Tivoli Gardens,0,2020,9,Monday,9996.81914893617,10066.901373905022,-0.9930383518854654
1426,2020-09-08,PortAventura World,246,2020,9,Tuesday,17232.0,17344.57533577511,-0.9793263698399403
1427,2020-09-08,Tivoli Gardens,700,2020,9,Tuesday,9996.81914893617,10066.901373905022,-0.9235035492683951
1428,2020-09-09,PortAventura World,1764,2020,9,Wednesday,17232.0,17344.57533577511,-0.8918062103311077
1429,2020-09-09,Tivoli Gardens,1285,2020,9,Wednesday,9996.81914893617,10066.901373905022,-0.8653923213669863
1430,2020-09-10,PortAventura World,344,2020,9,Thursday,17232.0,17344.57533577511,-0.9736761882642712
1431,2020-09-10,Tivoli Gardens,739,2020,9,Thursday,9996.81914893617,10066.901373905022,-0.9196294674083011
1432,2020-09-11,PortAventura World,3,2020,9,Friday,17232.0,17344.57533577511,-0.993336513951038
1433,2020-09-11,Tivoli Gardens,495,2020,9,Friday,9996.81914893617,10066.901373905022,-0.9438673128919657
1434,2020-09-12,PortAventura World,15733,2020,9,Saturday,17232.0,17344.57533577511,-0.08642471614212119
1435,2020-09-12,Tivoli Gardens,8333,2020,9,Saturday,9996.81914893617,10066.901373905022,-0.16527619444539798
1436,2020-09-13,PortAventura World,11547,2020,9,Sunday,17232.0,17344.57533577511,-0.32776818630284116
1437,2020-09-13,Tivoli Gardens,7633,2020,9,Sunday,9996.81914893617,10066.901373905022,-0.23481099706246833
1438,2020-09-14,PortAventura World,0,2020,9,Monday,17232.0,17344.57533577511,-0.9935094786931502
1439,2020-09-14,Tivoli Gardens,0,2020,9,Monday,9996.81914893617,10066.901373905022,-0.9930383518854654
1440,2020-09-15,PortAventura World,0,2020,9,Tuesday,17232.0,17344.57533577511,-0.9935094786931502
1441,2020-09-15,Tivoli Gardens,0,2020,9,Tuesday,9996.81914893617,10066.901373905022,-0.9930383518854654
1442,2020-09-16,PortAventura World,0,2020,9,Wednesday,17232.0,17344.57533577511,-0.9935094786931502
1443,2020-09-16,Tivoli Gardens,0,2020,9,Wednesday,9996.81914893617,10066.901373905022,-0.9930383518854654
1444,2020-09-17,PortAventura World,0,2020,9,Thursday,17232.0,17344.57533577511,-0.9935094786931502
1445,2020-09-17,Tivoli Gardens,0,2020,9,Thursday,9996.81914893617,10066.901373905022,-0.9930383518854654
1446,2020-09-18,PortAventura World,0,2020,9,Friday,17232.0,17344.57533577511,-0.9935094786931502
1447,2020-09-18,Tivoli Gardens,0,2020,9,Friday,9996.81914893617,10066.901373905022,-0.9930383518854654
1448,2020-09-19,PortAventura World,15137,2020,9,Saturday,17232.0,17344.57533577511,-0.12078704490843488
1449,2020-09-19,Tivoli Gardens,7437,2020,9,Saturday,9996.81914893617,10066.901373905022,-0.254280741795248
1450,2020-09-20,PortAventura World,11071,2020,9,Sunday,17232.0,17344.57533577511,-0.3552119253846622
1451,2020-09-20,Tivoli Gardens,7632,2020,9,Sunday,9996.81914893617,10066.901373905022,-0.23491033249477844
1452,2020-09-21,PortAventura World,0,2020,9,Monday,17232.0,17344.57533577511,-0.9935094786931502
1453,2020-09-21,Tivoli Gardens,0,2020,9,Monday,9996.81914893617,10066.901373905022,-0.9930383518854654
1454,2020-09-22,PortAventura World,0,2020,9,Tuesday,17232.0,17344.57533577511,-0.9935094786931502
1455,2020-09-22,Tivoli Gardens,0,2020,9,Tuesday,9996.81914893617,10066.901373905022,-0.9930383518854654
1456,2020-09-23,PortAventura World,0,2020,9,Wednesday,17232.0,17344.57533577511,-0.9935094786931502
1457,2020-09-23,Tivoli Gardens,0,2020,9,Wednesday,9996.81914893617,10066.901373905022,-0.9930383518854654
1458,2020-09-24,PortAventura World,0,2020,9,Thursday,17232.0,17344.57533577511,-0.9935094786931502
1459,2020-09-24,Tivoli Gardens,0,2020,9,Thursday,9996.81914893617,10066.901373905022,-0.9930383518854654
1460,2020-09-25,PortAventura World,0,2020,9,Friday,17232.0,17344.57533577511,-0.9935094786931502
1461,2020-09-25,Tivoli Gardens,0,2020,9,Friday,9996.81914893617,10066.901373905022,-0.9930383518854654
1462,2020-09-26,PortAventura World,16343,2020,9,Saturday,17232.0,17344.57533577511,-0.05125521857928334
1463,2020-09-26,Tivoli Gardens,7690,2020,9,Saturday,9996.81914893617,10066.901373905022,-0.2291488774207926
1464,2020-09-27,PortAventura World,7644,2020,9,Sunday,17232.0,17344.57533577511,-0.5527953157909659
1465,2020-09-27,Tivoli Gardens,5463,2020,9,Sunday,9996.81914893617,10066.901373905022,-0.4503688851753864
1466,2020-09-28,PortAventura World,0,2020,9,Monday,17232.0,17344.57533577511,-0.9935094786931502
1467,2020-09-28,Tivoli Gardens,0,2020,9,Monday,9996.81914893617,10066.901373905022,-0.9930383518854654
1468,2020-09-29,PortAventura World,0,2020,9,Tuesday,17232.0,17344.57533577511,-0.9935094786931502
1469,2020-09-29,Tivoli Gardens,0,2020,9,Tuesday,9996.81914893617,10066.901373905022,-0.9930383518854654
1470,2020-09-30,PortAventura World,586,2020,9,Wednesday,17232.0,17344.57533577511,-0.9597236990672109
1471,2020-09-30,Tivoli Gardens,581,2020,9,Wednesday,9996.81914893617,10066.901373905022,-0.935324465713297
1472,2020-10-01,PortAventura World,0,2020,10,Thursday,17232.0,17344.57533577511,-0.9935094786931502
1473,2020-10-01,Tivoli Gardens,0,2020,10,Thursday,9996.81914893617,10066.901373905022,-0.9930383518854654
1474,2020-10-02,PortAventura World,0,2020,10,Friday,17232.0,17344.57533577511,-0.9935094786931502
1475,2020-10-02,Tivoli Gardens,0,2020,10,Friday,9996.81914893617,10066.901373905022,-0.9930383518854654
1476,2020-10-03,PortAventura World,10612,2020,10,Saturday,17232.0,17344.57533577511,-0.38167553092784673
1477,2020-10-03,Tivoli Gardens,4601,2020,10,Saturday,9996.81914893617,10066.901373905022,-0.535996027826693
1478,2020-10-04,PortAventura World,6516,2020,10,Sunday,17232.0,17344.57533577511,-0.6178300588251971
1479,2020-10-04,Tivoli Gardens,4113,2020,10,Sunday,9996.81914893617,10066.901373905022,-0.584471718794022
