review_id,touchpoint,sentiment,code,text_excerpt,travel_party,first_visit,visit_timing
175620445,recommendation,positive,enthusiastic visit recommendation,I would go back anytime,,,
175620445,recommendation,positive,specific visit time recommendation,"I recommend at least three days of fun, including the california adventure next door.",,,
363148471,navigation,negative,excessive park crowding impact,the crowds are too much,,No,
363148471,attractions,negative,transportation closure inconvenience,the Monorail shut down for unknown reasons AND the railroad wasn't running either,,No,
363148471,navigation,negative,difficult crowd navigation,trudging through the crowds on foot from one end of the park to the other AND no relief to get back to your Disneyland Hotel,,No,
363148471,staff,negative,rude employee behavior,park workers actually being rude to guests,,No,
363148471,attractions,positive,fastpass queue strategy,the Fast Pass is the only way to go or you will waste much of your time waiting in line,,No,
363148471,food/beverage,negative,dining reservation necessity,"Make reservations for dining before you leave home or you will be left to the expensive, low quality fast food.",,No,
363148471,food/beverage,negative,bad tasting food item,Beware of green blue tinted Galactic French Toast in Tomorrowland  you'll see it later.,,No,
363148471,atmosphere,negative,decline in park experience,Disneyland just isn't what it used to be for relaxed pleasure.,,No,
620911243,staff,positive,good staff,good staff,family,,
620911243,pre-visit,neutral,buy ticket online,buy ticket online,family,,
620911243,food/beverage,negative,horrible food quality,food is horrible,family,,
620911243,food/beverage,negative,lacking vegetarian options,not for vegetarians,family,,
42780478,navigation,negative,parks should limit crowding,"I think the themeparks should consider limiting how many people enter their themeparks, for the sake of enjoyment",family,,
42780478,attractions,negative,long ride queues impact,"All the lines were very long, so we didn't get to see as much as we wanted",family,,
42780478,staff,positive,friendly staff interactions,The staff there are friendly,family,,
42780478,cleanliness,positive,park cleanliness maintained,the park is very clean,family,,
42780478,atmosphere,positive,nostalgic park atmosphere,giving you that 'remember when' feeling of what themeparks were like before hype and 'thrill' rides took over,family,,
42780478,recommendation,positive,recommendation for families,Its a great place to take a family,family,,
42780478,entry/admission,negative,high park admission prices,the prices are much higher than they use to be,family,,
42780478,timing,positive,early arrival recommended,And come early to beat the crowd and catch a few extra rides before the lines get long.,family,,
353438990,attractions,positive,enjoyable Star Tours experience,pure glee of my granddaughter on Star Tours,family,Unknown,
353438990,attractions,positive,enjoyable Splash Mountain experience,Splash Mountain,family,Unknown,
353438990,attractions,positive,enjoyable Pirates experience,Pirates of the Caribbean,family,Unknown,
353438990,attractions,positive,enjoyable Small World experience,Small World,family,Unknown,
353438990,attractions,positive,enjoyable Space Mountain experience,Space Mountain,family,Unknown,
353438990,recommendation,positive,desire to return,I want to go back!,family,Unknown,
126646544,comparison,positive,studios tour better,the studios tour parc was so much better for our family than the main park,family,Unknown,
126646544,attractions,positive,enjoyable hollywood hotel ride,The Hollywood Hotel ride was great,family,Unknown,
126646544,attractions,positive,good studio stunts tour,the studio stunts tour was really good,family,Unknown,
126646544,atmosphere,positive,wow factor main street,wow factor of main street looking like oldie world USA,family,Unknown,
126646544,attractions,negative,main park geared kids,the main parc was so geared towards little kids and my kids were a bit bored by it,family,Unknown,
126646544,retail,negative,expensive balloon price,7.50 euro for a balloon,family,Unknown,
126646544,characters,negative,queue photo minnie,queueing to have a photo with minnie mouse!,family,Unknown,
126646544,characters,negative,characters not walking around,I was very surprised that the characters were not walking around the park,family,Unknown,
126646544,navigation,negative,scrum leaving after parade,DO NOT try leaving the aprk after the 5pm parade it is a scrum,family,Unknown,
126646544,navigation,positive,wait for crowd reduction,well worth sitting and waiting until it empties a bit,family,Unknown,
126646544,recommendation,negative,avoid older children,I do not recommend anyone with children older than 10 yrs to go here,family,Unknown,
126646544,comparison,positive,alton towers better,Alton towers or chessington would be far better,family,Unknown,
126646544,food/beverage,neutral,pack own drinks snacks,Pack drinks and snacks,family,Unknown,
126646544,attractions,negative,long queues,eat them in the very long queues,family,Unknown,
126646544,attractions,negative,fast pass limited rides,The fast pass is only on a very few rides.,family,Unknown,
530528957,recommendation,positive,enthusiastic return recommendation,Absolutely loved Disneyland Park,,Yes,
530528957,recommendation,positive,enjoyable first visit,this was our first visit. Really enjoyed it,,Yes,
530528957,characters,neutral,character meet-and-greet,Managed to meet a character,,Yes,
530528957,entertainment,neutral,show viewing experience,see a show,,Yes,
530528957,attractions,neutral,few rides enjoyed,do a few rides,,Yes,
530528957,attractions,negative,lengthy ride queue times,Queues were around an hour or so which took most the day,,Yes,
530528957,food/beverage,positive,saved money on food,Saved a fortune,,Yes,
530528957,cleanliness,positive,love park cleanliness,Love how clean the place is though.,,Yes,
530528957,staff,positive,available staff assistance,There are always people on hand if you need anything.,,Yes,
530528957,staff,positive,fabulous cast members,Cast members are fabulous too.,,Yes,
530528957,recommendation,positive,future visit planned,We will definitely return one day.,,Yes,
259085885,attractions,positive,enjoyable ride experiences,Went on all quite a lot of rides.,family,,June 2015
259085885,attractions,negative,ridiculous ride queues,The queues for some rides are ridiculous.,family,,June 2015
259085885,characters,negative,long character meet queues,Including some of the queues for meeting characters.,family,,June 2015
259085885,entertainment,positive,fantastic closing show,The closing show is fantastic,family,,June 2015
259085885,entertainment,negative,rude show viewing behavior,however people need to have manners. There should be a rule for the public to SIT down to allow others to see the closing show.,family,,June 2015
259085885,recommendation,positive,general park recommendation,Other than that great! Would love to go again.,family,,June 2015
320127300,comparison,neutral,prior Disney park experience,I have been to all the other Disney parks,,No,
320127300,navigation,positive,compact and easy to cover,It is very compact and easy to cover in a day,,No,
320127300,attractions,positive,enjoyable rides for adults,The two best rides for adults teens are Space Mountain and Grizzly gulch mine train,,No,
320127300,attractions,negative,missing favorite rides,Notably missing are Pirates of the Carribean Splash mountain and Peter Pan rides,,No,
320127300,attractions,neutral,park geared for children,The park is more geared up for small children,,No,
320127300,food/beverage,neutral,food geared toward Chinese,The food is mainly geared towards the Chinese,,No,
320127300,food/beverage,negative,limited vegetarian options,Virtually nothing for vegetarians.( I had spaghetti and mushroom sauce),,No,
320127300,retail,negative,overpriced merchandise,"Everything is overpriced, even the merchandise.",,No,
320127300,food/beverage,negative,overpriced food,Everything is overpriced,,No,
320127300,entertainment,positive,lovely parade and fireworks,the parades are lovely and worth staying for the night parade and fireworks,,No,
320127300,entry/admission,positive,park cheaper than counterparts,"The park is cheaper than its American counterparts, about   45  USD 70. compared to   75 USD 100.",,No,
320127300,recommendation,positive,worth visiting,Worth visiting,,No,
320127300,recommendation,negative,recommend Ocean Park for rides,if you like hairier rides head for Ocean Park which is cheaper.,,No,
248674802,navigation,positive,easy park navigation,easy to walk around,family,,
248674802,attractions,positive,plenty to see and do,plenty to see and do,family,,
248674802,characters,neutral,early Mickey sighting advice,get there early if you want to see Mickey!!,family,,
285020414,comparison,neutral,comparing to Disneyworld,"Having been to Disneyworld, I wasn't sure what to expect with Disneyland.",family,Unknown,
285020414,attractions,positive,enjoyed Fantasyland rides,we enjoyed Fantasyland,family,Unknown,
285020414,timing,positive,shorter queues early,I suggest getting there right when they open   the lines are SO much shorter.,family,Unknown,
317504751,atmosphere,positive,fantastic park atmosphere,the atmosphere was fantastic,couple,Yes,November
317504751,atmosphere,positive,immersive childhood nostalgia,I truly felt like I had been thrust back in time to my childhood,couple,Yes,November
317504751,atmosphere,positive,meticulous park detail,meticulous detail put in to every aspect of the park,couple,Yes,November
317504751,attractions,neutral,managed fast passes,we managed to use the fast passes to our advantage despite it being our first time,couple,Yes,November
317504751,attractions,positive,recommend fast pass usage,I would definitely recommend learning about how to use them before you attend the park if you only have a day or two to spend at the resort as it will ensure that you get to enjoy the main rides in the park.,couple,Yes,November
317504751,entertainment,positive,fantastic parade production,The production value of the parade was fantastic,couple,Yes,November
317504751,entertainment,positive,magical fireworks show,"the fireworks were magical, especially with the fake snowfall at the end",couple,Yes,November
317504751,food/beverage,negative,sugar laden food,Food at the park is very sugar laden,couple,Yes,November
317504751,food/beverage,negative,expensive park food,expensive,couple,Yes,November
317504751,food/beverage,negative,expensive for NZ'ers,especially for NZ'ers I would say,couple,Yes,November
317504751,food/beverage,neutral,cotton candy smell,I distinctly remember the smell of cotton candy and popcorn permeating the entire park,couple,Yes,November
317504751,food/beverage,positive,recommend outside food,"I would recommend either bringing your own food or crossing the road to eat at Denny's or IHOP , both of which were decent.",couple,Yes,November
317504751,staff,positive,helpful and polite staff,Staff were helpful and polite,couple,Yes,November
317504751,navigation,positive,reliable cheap transport,transport to and from our hotel on the shuttle was reliable and cheap,couple,Yes,November
133910514,atmosphere,positive,Disneyland is special,what can you say about Disneyland other than it is special,,,
133910514,entry/admission,negative,expensive park admission,Yes expensive now,,,
587764135,comparison,positive,positive experience comparison,I have been to Disneyland in Florida which was and experience not to miss and I would definitely say the same about this one.,,,
587764135,recommendation,positive,park visit recommendation,I would definitely say the same about this one.,,,
443316998,comparison,neutral,smaller than other disneyland,this disneyland is small compared to other disneyland,,,
443316998,attractions,neutral,train ride transportation option,"As soon as I entered the park, I saw the train ride. It takes you from one station to the other",,,
443316998,attractions,negative,long ride queues present,I did not do any rides as there were lots of big queues for them,,,
443316998,entertainment,positive,disneyland show distinction,the shows here are what sets disneyland apart from other theme parks,,,
443316998,entertainment,positive,highly recommended shows,If you had time to watch two shows then watch the Lion King show and Mickey's wonderous story (they are both musicals). They are a sight to behold,,,
443316998,entertainment,positive,worth seeing parade,Both are definitely worth seeing,,,
443316998,entertainment,positive,magical fireworks show ending,The magical day ended with a fireworks show outside the castle at 9pm,,,
443316998,staff,positive,helpful staff assistance,The people are very helpful in Disneyland and if you need help they will go the extra mile to make sure you are comfortable,,,
443316998,entry/admission,neutral,security check upon entry,Before entering the park you have to go through a security check where they make sure you are not carrying any food with you,,,
443316998,food/beverage,negative,overpriced park food,They prefer you eat their overpriced and greasy food inside the park.,,,
443316998,food/beverage,negative,limited healthy food,Not a lot of healthy options,,,
443316998,food/beverage,negative,limited vegetarian options,basically no vegetarian options other than potato chips,,,
443316998,food/beverage,negative,food option improvement needed,they have a long way to go in terms of food,,,
374071302,characters,positive,enjoyable character interactions,"he still telling me about Mickey, Minnie, Donald and daisy",family,,
374071302,recommendation,positive,great family recommendation,A great place for family,family,,
218151572,attractions,positive,minimal initial ride queues,managed to go onto rides within 5 10minutes of lining up!,friends,Unknown,
218151572,attractions,negative,long wait time,Waiting time got up to 1.5 2 hours later in the day,friends,Unknown,
218151572,attractions,positive,effective fast pass system,I liked how they have the 'fast pass' with the popular rides,friends,Unknown,
218151572,characters,positive,enjoyable character interactions,We got pictures with all our favourite disney characters,friends,Unknown,
218151572,entertainment,positive,spectacular fireworks show,DO NOT MISS THE FIREWORKS SHOW! IT IS SPECTACULAR!,friends,Unknown,
314294612,general,positive,enjoyable multi-generational experience,A great day with my 11 YO daughter and 65 YO mum. There was plenty for all of us to enjoy together.,family,,week day
314294612,entertainment,positive,outstanding Lion King show,The Lion King show was outstanding.,family,,week day
314294612,attractions,positive,minimal ride queue times,there were either no queues or minimal queues for rides.,family,,week day
314294612,attractions,positive,multiple ride experiences,My daughter a thrill seeker managed to go on the toy story speed racer roller coater 4 x and also the runaway train x 4 times and also space mountain 4 x,family,,week day
314294612,entertainment,positive,worth watching fireworks,The fireworks at the end of the day are worth watching,family,,week day
314294612,entertainment,positive,enjoyable mid afternoon parade,as was the mid afternoon parade,family,,week day
314294612,food/beverage,positive,good food quality,The food was good,family,,week day
314294612,food/beverage,neutral,expensive food pricing,slightly expensive compared to other places around HK but still reasonable for a theme park,family,,week day
314294612,food/beverage,positive,delicious food quality,the food was delicious,family,,week day
314294612,recommendation,positive,definite future visit,Will definitely visit again:),family,,week day
298583112,attractions,positive,enjoyed the tree house,Loved the tree house,,,
298583112,entertainment,neutral,long parade wait time,Grand Parade is a long wait,,,
298583112,entertainment,positive,lovely evening fireworks,the evening fireworks are just lovely,,,
298583112,navigation,positive,convenient Disney transportation,"catch to bus or go into town on the Disney train with Micky ear windows and hand hangers, cute",,,
298583112,attractions,negative,lacking attractions variety,Would like to have seen more things for all ages.,,,
383213961,comparison,positive,Disneyland Park better choice,choose Disneyland Park over California Adventure,family,Unknown,
383213961,atmosphere,neutral,Disneyland historical significance,It at least has the history,family,Unknown,
383213961,entry/admission,negative,excessive entertainment costs,take out a second mortgage to pay for a day's entertainment for your family,family,Unknown,
286679906,cleanliness,negative,smoking outside designated areas,people who smoke are smoking freely throughout the resort instead of using the designated areas.,,,June 2015
286679906,cleanliness,negative,cigarette butts littering,Cigarette butts are all over the park floors!!,,,June 2015
286679906,staff,negative,uncaring staff attitude,he had a bad couldn't care less attitude,,,June 2015
286679906,attractions,negative,multiple ride closures,there were quite a few rides closed for maintenance or broken,,,June 2015
286679906,food/beverage,negative,closed food beverage locations,"why were cafes, drinks trailers, ice cream carts closed throughout the park",,,June 2015
286679906,entertainment,negative,weekday show closures,why were shows closed Monday to Friday,,,June 2015
355865550,attractions,positive,enjoyable ride experiences,We have ridden lots of rides and had lots of fun together!,,,March
355865550,atmosphere,positive,pleasant weather conditions,The weather is great in March!,,,March
355865550,recommendation,positive,enthusiastic revisit intention,We will definitely visit again!,,,March
224531389,retail,negative,souvenirs excessively priced,souvenirs may be too expensive,,,
224531389,food/beverage,negative,excessive food pricing,as well as the food,,,
224531389,food/beverage,negative,no Halal food options,For a Muslim traveller there is no Halal Zabiha Food,,,
224531389,attractions,negative,unfair FastPass system,The fast pass is unfair for those who do not have one because then they have to wait for too long,,,
224531389,attractions,negative,lengthy ride queue times,some lines are 8  to 90 minutes during peak of the day,,,
224531389,timing,neutral,peak time visit,during peak of the day,,,
218994445,staff,positive,fantastic staff interactions,fantastic people,,,July 2008
218994445,attractions,positive,awesome ride experience,awesome rides,,,July 2008
218994445,food/beverage,positive,great food options,great food shops,,,July 2008
218994445,recommendation,positive,desire to return,I wanna go there again!,,,July 2008
137088814,navigation,negative,excessive crowding,over crowded,,,
137088814,attractions,negative,ride closures,half the rides didnt work,,,
137088814,attractions,negative,ride breakdowns,broke down while in que,,,
137088814,entry/admission,negative,overpriced admission,over priced,,,
137088814,recommendation,negative,strong negative recommendation,i never go to this park again!!!!,,,
287059130,characters,positive,enjoyable character experience,characters,,,
287059130,attractions,positive,enjoyable ride experience,rides,,,
287059130,entertainment,positive,amazing evening show,an amazing evening show,,,
287059130,comparison,positive,better for pre-teens,this park is better for pre teens vs California park,,,
287059130,attractions,negative,nightmare ride queues,queues are a nightmare,,,
287059130,attractions,neutral,popular ride demand,what can they do given how popular it is,,,
287059130,attractions,positive,functional FastPass system,the fastpass system works too,,,
287059130,attractions,positive,free FastPass benefit,im glad they dont charge for it too,,,
278675317,atmosphere,positive,childhood dream fulfilled,Its like my childhood dream come true!!!!Everything is amazing and fantastic!,,,
278675317,staff,positive,very nice staff,All staff is very nice,,,
278675317,characters,positive,authentic character portrayal,they really kept their character for those dressed like a cartoon,,,
278675317,entertainment,positive,enjoyable firework show,I really enjoy the firework show in the evening,,,
278675317,entertainment,positive,firework show highlight,it is the highlight!!!,,,
278675317,retail,negative,expensive souvenir prices,However the souvenir and food are quite expensive,,,
278675317,food/beverage,negative,expensive food pricing,However the souvenir and food are quite expensive,,,
532249335,attractions,negative,excessive ride wait time,Disney has to do something about the lines the wait times have gotten out of control.,,,
532249335,navigation,negative,severe pedestrian crowding,It isn't any fun when you can't even walk down near New Orleans Square.,,,
532249335,navigation,negative,park overcrowding issues,It's so crowded.,,,
598804335,comparison,neutral,smaller size than expected,much smaller than we expected (compared to Universal and many others),,Yes,June
598804335,attractions,positive,enjoyable grizzly mine cars,The grizzly mine cars was good experience,,Yes,June
598804335,attractions,positive,kids enjoyed mystic manor,kids loved the mystic manor,,Yes,June
598804335,attractions,positive,enjoyable hyperspace mountain,hyperspace mountain,,Yes,June
598804335,attractions,positive,enjoyable iron man experience,iron man experience,,Yes,June
598804335,attractions,positive,enjoyable parachute drop,parachute drop,,Yes,June
598804335,navigation,positive,easy to navigate,Easy to navigate,,Yes,June
598804335,navigation,negative,hot weather in June,though a bit hot   in June,,Yes,June
598804335,staff,positive,very friendly staff,Staff were very friendly,,Yes,June
598804335,staff,positive,everything well organized,everything was well organised,,Yes,June
598804335,cleanliness,positive,place well maintained,The place is well maintained,,Yes,June
598804335,cleanliness,positive,lot of greenery,Lot of greenery,,Yes,June
598804335,food/beverage,negative,food is costly,food is costly,,Yes,June
598804335,entry/admission,neutral,no outside food allowed,"outside food is not allowed, bags are checked at the entrance",,Yes,June
598804335,pre-visit,negative,poor wifi quality,Wifi (free) is not very good,,Yes,June
598804335,pre-visit,negative,unhelpful disney app,didn't find their app very useful,,Yes,June
598804335,entertainment,positive,fantastic night parade,The night parade was fantastic,,Yes,June
598804335,entertainment,positive,parade worth the wait,worth the wait,,Yes,June
598804335,entry/admission,neutral,marginal cost two day,We took a two day pass (is only marginally more expensive than one day ticket),,Yes,June
598804335,timing,positive,better to go early,Better to go early,,Yes,June
598804335,timing,negative,avoid holidays and weekends,avoid holidays and weekends,,Yes,June
598804335,attractions,negative,increased wait time school,Still you might find some school trips which will add to the waiting time.,,Yes,June
598804335,facilities,neutral,free hotel shuttle buses,regular free shuttle buses are available,,Yes,June
417381122,pre-visit,positive,easy ticket booking,Book tickets via klook,family,,
417381122,entry/admission,positive,efficient ticket kiosk,tickets can be printed via kiosk with barcode,family,,
417381122,entry/admission,positive,no entry queue,No need to queue,family,,
417381122,entry/admission,positive,cheaper ticket price,cheaper,family,,
417381122,attractions,neutral,rides not thrilling,rides are not that thrilling,family,,
417381122,attractions,neutral,rides for younger kids,more for younger kids,family,,
417381122,food/beverage,negative,expensive food costs,Food is expensive,family,,
417381122,facilities,positive,bags allowed on rides,Most rides are ok with bags,family,,
417381122,facilities,positive,safe bag storage,"you just need to put the bags at the side, it's safe",family,,
417381122,food/beverage,negative,expensive food costs,Food is expensive,family,,
417381122,food/beverage,positive,allowed outside beverages,they did allow us to bring in our water bottles,family,,
417381122,entertainment,positive,nice fireworks show,The fireworks at the end was nice,family,,
417381122,timing,negative,short visit sufficient,one day is enough,family,,
459889226,attractions,positive,rides enjoyable for adults,but also adults where rides are also for adults,,,
459889226,atmosphere,positive,brings out inner child,It brings out the kinds in us,,,
624652483,comparison,positive,paris better weather management,Disneyland Paris manages adverse weather so much better than they do in Florida,,,
624652483,facilities,positive,great on-site improvements,they have made some great improvements on site,,,
624652483,attractions,positive,enjoyable toy story rides,Toy story rides are great and the whole area is really well done,,,
624652483,atmosphere,positive,beautifully themed areas,"Rattattoie ride, Chez Reme, Marie   s shop etc all look beautiful",,,
624652483,food/beverage,neutral,long breakfast queue,The breakfast was good although queues were very long,,,
624652483,food/beverage,positive,great food at restaurants,We had a lunch in Cafe des stars and evening meal in Plaza Gardens both of which had great food.,,,
624652483,entertainment,positive,stunning anniversary fireworks,The 25th Anniversary Fireworks and projections on the side of the castle were stunning,,,
624652483,comparison,positive,paris styling is better,just how much better some of the styling is in Paris than in Florida,,,
624652483,comparison,negative,dislike ride retheming,they are trying to retheme things like Hyperspace Mountain as the original moon train element was so much better,,,
624652483,attractions,negative,ride closures disappointment,It was a shame to see Phantom Manor and Indiana Jones we   re out of action,,,
313334691,food/beverage,positive,enjoyable iced latte,Mommy loved the iced latt  s at Starbucks,family,,
313334691,timing,positive,hot day,because it was a REALLY hot day,family,,
313334691,attractions,positive,delightful small world ride,It's a Small World shocked me by delighting the girls.,family,,
313334691,attractions,positive,enjoyable adventure trail,Russel's Redwood Creek Adventure Trail was a huge hit.,family,,
313334691,attractions,positive,radiator springs fun,Radiator Springs was more fun for Mommy than the kids,family,,
313334691,attractions,positive,dots water playland hit,Dot's water playland was a hit with all.,family,,
313334691,atmosphere,positive,immersive shrinking experience,"We even said to the little ones as we walked into the Bug's Life area, we're shrinking! We're shrinking! They loved it.",family,,
313334691,characters,positive,enjoyable darth vader battle,Battling Darth Vader was a HUGE hit!,family,,
313334691,entertainment,positive,enchanting parade experience,"We saw two parades, and they enchanted me again.",family,,
313334691,facilities,positive,sufficient benches provided,Just enough benches for the grown ups,family,,
313334691,facilities,positive,sufficient coffee houses,just enough coffee houses.,family,,
313334691,retail,negative,unappealing shopping focus,Very much all about shopping and drinking.,family,,
538595656,atmosphere,positive,enjoyable Halloween decorations,It was so awesome with the decorations for Halloween.,,,Halloween
538595656,recommendation,positive,general visit recommendation,If you haven   t been it is worth going and seeing it.,,,Halloween
291838496,attractions,positive,improved queue efficiency,Seems like the long lines have been re worked to move a little faster,family,,
291838496,navigation,neutral,queues are re-worked,the long lines have been re worked,family,,
358684777,attractions,positive,minimal queue times,no Queuing,,,out of school holidays
358684777,retail,negative,expensive souvenir prices,Everything expensive to buy in there,,,out of school holidays
358684777,food/beverage,positive,recommend bringing picnic,I would take a picnic in,,,out of school holidays
358684777,entertainment,negative,underwhelming fireworks show,Went for the fireworks but they weren't anything amazing!,,,out of school holidays
507423192,attractions,negative,excessive ride queue times,queues were huge for the rides anywhere from 45 60 mins,family,,last weekend of July
507423192,attractions,negative,unsuitable toddler ride queues,with a toddler that is not easy,family,,last weekend of July
507423192,attractions,negative,lengthy wait children,A 60 min (and in some cases it was MORE!) wait with young children in the immense heat for a 2 min ride,family,,last weekend of July
507423192,food/beverage,negative,excessive food pricing,Everything was super eye wateringly expensive,family,,last weekend of July
507423192,attractions,negative,disgusting queue experiences,the queues were just disgusting,family,,last weekend of July
507423192,food/beverage,negative,excessive food queues,"A 45 min wait for RIDES, for FOOD (minimum 30 min at one place) was all too much",family,,last weekend of July
507423192,attractions,positive,childhood memories created,it still made great memories for our child and seeing his face on those rides that took an hour to queue for makes it all worth it,family,,last weekend of July
507423192,attractions,negative,inefficient queue system,"they need to sort out this queuing system, let less people in, have some kind of system but currently the queue situation is HELL ON EARTH",family,,last weekend of July
507423192,attractions,negative,limited fast pass availability,We had fast pass but not all rides have fast pass option,family,,last weekend of July
507423192,attractions,negative,long fast pass queues,Some fast pass queues are still long (40 mins plus as opposed to 60 mins plus ),family,,last weekend of July
507423192,attractions,positive,efficient Peter Pan queue,It got us into Peter Pan ride quite quick (well 15 min but to us that was super fast!) but thats about it.,family,,last weekend of July
507423192,recommendation,negative,hesitant future visit,Would love to come here for my sons next birthday but wow... I just don't know.,family,,last weekend of July
133347077,navigation,negative,crowded park experience,how crowded it was for a Monday night,friends,Yes,Monday night
133347077,attractions,negative,long Space Mountain queue,an hour long line for Space Mountain,friends,Yes,Monday night
133347077,attractions,positive,shorter ride queues elsewhere,shorter lines in a couple other places,friends,Yes,Monday night
133347077,entertainment,positive,enjoyable parade experience,We enjoyed a parade,friends,Yes,Monday night
133347077,attractions,positive,enjoyable ride experience,several rides,friends,Yes,Monday night
133347077,entertainment,positive,enjoyable fireworks show,and fireworks,friends,Yes,Monday night
404109748,attractions,positive,exciting activities for all,"It offers exciting activities like rides, shows, and other fun activities for all ages",,,
404109748,food/beverage,negative,pricey food options,"Food had options, but most were pricey",,,
404109748,food/beverage,negative,expensive food and beverages,We spent a fortune on food and beverages,,,
404109748,timing,positive,favorable weather experience,"Fortunately, it didn't rain and was actually very hot.",,,
36403083,attractions,negative,frequent ride breakdowns,frequent breakdowns in Disneyland,family,Unknown,July
36403083,attractions,negative,splash mountain breakdown,Splash Mountain which had just recovered from a breakdown,family,Unknown,July
36403083,attractions,negative,another ride breakdown,ride broke down again,family,Unknown,July
36403083,staff,negative,unaccommodating cast member,"I argued for a while with a cast member that we should be given fastpasses, but it was stay in line for an indefinite amount of time or loose your spot.",family,Unknown,July
36403083,staff,negative,poor guest treatment,I cannot believe they treat people that way.,family,Unknown,July
36403083,attractions,negative,excessive attraction wait time,waiting time on any attraction averaged 45 minutes,family,Unknown,July
36403083,attractions,negative,multiple ride breakdowns,3 more breakdowns at other rides,family,Unknown,July
36403083,attractions,negative,limited attractions experienced,managed to do only 10 attractions in a whole day,family,Unknown,July
36403083,attractions,negative,negative ride experience,The bad treatment at Splash Mountain made our day at Disney less then memorable.,family,Unknown,July
491186419,cleanliness,positive,park kept clean,park was clean and tidy,family,,
491186419,facilities,positive,park overall accessible,accessible,family,,
491186419,attractions,neutral,fast pass helpful,using the fast pass system to get time slots to go back to them,family,,
491186419,attractions,negative,long ride queue times,Some long que times,family,,
491186419,attractions,negative,not enough rides,Was expecting more rides,family,,
491186419,attractions,neutral,rides unchanged decade,a lot of it has remained unchanged for the past 10 years,family,,
491186419,characters,negative,inaccessible character meets,It was a shame the characters weren't readily available or accessible,family,,
491186419,characters,negative,long character meet queues,you had to queue to meet them which we refrained from doing as some of these were at least 45 minutes long,family,,
491186419,recommendation,positive,multi day visit recommendation,would recommend at least a couple of days for a visit,family,,
659743835,navigation,negative,increasing park crowding issues,the park is literally just getting busier and busier everytime we go. It ruins the experience.,,,
659743835,attractions,negative,excessive ride queue times,90 minutes waiting for a 3 minute ride isn't worth it.,,,
659743835,recommendation,negative,future visit unlikely,it won't continue to be our go to destination,,,
198075749,attractions,negative,busy with long queues,quite busy with long queues,family,,
198075749,general,positive,fantastic family fun,fantastic and had much fun with all the family,family,,
642534419,navigation,negative,restricted free movement,The park was so busy you could not move around freely.,family,Unknown,Christmas New Year season
642534419,attractions,negative,excessive ride wait time,The average wait time for each ride was 60 minutes.,family,Unknown,Christmas New Year season
642534419,attractions,negative,lack of FastPass option,There is no option of a fast pass as is the norm in many other theme parks around the world.,family,Unknown,Christmas New Year season
642534419,characters,negative,missed princess photo opportunity,We did not see the Disney Princesses for a photo opportunity,family,Unknown,Christmas New Year season
642534419,characters,negative,unavailable photo opportunities,all the other photo opportunities were full before we even arrived at the destination,family,Unknown,Christmas New Year season
642534419,navigation,negative,incomplete train route,The train around the park only went one way and did not return to its point of departure.,family,Unknown,Christmas New Year season
642534419,food/beverage,negative,excessive food queues,The lines for coffee and food resulted in is leaving the park earlier than we anticipated because the wait was too long.,family,Unknown,Christmas New Year season
642534419,recommendation,negative,explicitly not recommend visit,A very disappointing experience to say the least and we will not be back!,family,Unknown,Christmas New Year season
642534419,recommendation,negative,conditional visit recommendation timing,Please do not visit during the Christmas New Year season!,family,Unknown,Christmas New Year season
221480932,comparison,neutral,hongkong disneyland smallest,hongkong disneyland is smallest compares to other disneyland in other countries,friends or family,Unknown,
221480932,entry/admission,positive,affordable entry fees,affordable entry fees,friends or family,Unknown,
221480932,recommendation,positive,worth it to enjoy,So still its worth it to enjoy yourself or with friends or bring your kids,friends or family,Unknown,
221480932,navigation,positive,easy access via MRT,Its easy access to there by using MRT.,friends or family,Unknown,
132002544,attractions,negative,long ride queues weekends,u will experience long lines on the rides especially on weekends,family,,weekends
132002544,recommendation,positive,great place with kids,Its a great place to visit if you are on a tour with kids!,family,,weekends
147746169,comparison,positive,paris lives up expectations,After visiting Florida we did wonder if it would live upto expectations and it certainly did,,,
147746169,attractions,negative,lengthy tower terror queue,Queues for best ride Tower of Terror 90 mins,,,
147746169,attractions,positive,short tower terror queue,go after parade and only wait 15,,,
147746169,attractions,positive,enjoyable tower terror ride,Best rides:Tower of Terror,,,
147746169,attractions,positive,enjoyable crush coaster ride,Crush coaster,,,
147746169,attractions,positive,enjoyable small world ride,Its a small world,,,
147746169,attractions,positive,enjoyable pinochino ride,Pinochino,,,
147746169,attractions,positive,enjoyable space mountain ride,Space Moutain,,,
147746169,attractions,positive,enjoyable pirates carribean ride,Pirates of carribean,,,
168586009,staff,positive,helpful and kind staff,they couldn't have been more helpful or kind to us including Eurostar they were great too,family,no,warm
168586009,attractions,positive,priority ride access,She had a card that gave her priority for rides,family,no,warm
168586009,characters,positive,priority character access,She had a card that gave her priority for meet and greats,family,no,warm
168586009,entertainment,positive,priority parade viewing,She had a card that gave her priority for parades,family,no,warm
168586009,staff,positive,fabulous hotel staff,all the staff were fab too,family,no,warm
168586009,entertainment,positive,amazing parade experience,The parades and the fireworks with laser at night gave me goosebumps,family,no,warm
168586009,atmosphere,positive,love of park,I love this place it is for all people of all ages,family,no,warm
180285755,attractions,positive,enjoyable jedi training experience,Especially the three older ones when they were able to join in the Jedi Training School.,family,,
